ns,nsites,C_exp,ra_sigma,ra_scaling,energy_NFL,H_nlm,nbon,prop_observed_sp,prop_detected_int,prop_realized_int,prop_possible_int
100,100,0.3,0.6,25.0,1000,0.75,100,1.0,0.00603,0.0196,0.969
100,100,0.1,1.2,25.0,1000,0.75,100,1.0,0.00667,0.0433,0.987
100,100,0.2,1.2,25.0,1000,0.75,100,1.0,0.0,0.0239,0.976
100,100,0.3,1.2,25.0,1000,0.75,100,1.0,0.00508,0.0152,0.981
100,100,0.1,1.8,25.0,1000,0.75,100,1.0,0.00806,0.0363,0.981
100,100,0.2,1.8,25.0,1000,0.75,100,1.0,0.0182,0.0606,0.986
100,100,0.3,1.8,25.0,1000,0.75,100,1.0,0.0108,0.0217,0.979
100,100,0.1,0.6,50.0,1000,0.75,100,1.0,0.00937,0.0141,0.971
100,100,0.2,0.6,50.0,1000,0.75,100,1.0,0.00177,0.0053,0.974
100,100,0.3,0.6,50.0,1000,0.75,100,1.0,0.0013,0.0156,0.978
100,100,0.1,1.2,50.0,1000,0.75,100,1.0,0.0109,0.0291,0.988
100,100,0.2,1.2,50.0,1000,0.75,100,1.0,0.00234,0.0117,0.966
100,100,0.3,1.2,50.0,1000,0.75,100,1.0,0.00808,0.0283,0.981
100,100,0.1,1.8,50.0,1000,0.75,100,1.0,0.00823,0.0412,0.954
100,100,0.2,1.8,50.0,1000,0.75,100,1.0,0.00943,0.0157,0.962
100,100,0.3,1.8,50.0,1000,0.75,100,1.0,0.012,0.0271,0.978
100,100,0.1,0.6,75.0,1000,0.75,100,1.0,0.0151,0.0346,0.974
100,100,0.2,0.6,75.0,1000,0.75,100,1.0,0.00671,0.0185,0.975
100,100,0.3,0.6,75.0,1000,0.75,100,1.0,0.00741,0.0193,0.99
100,100,0.1,1.2,75.0,1000,0.75,100,1.0,0.00971,0.0162,0.955
100,100,0.2,1.2,75.0,1000,0.75,100,1.0,0.012,0.015,0.976
100,100,0.3,1.2,75.0,1000,0.75,100,1.0,0.0189,0.0297,0.981
100,100,0.1,1.8,75.0,1000,0.75,100,1.0,0.0245,0.0441,0.984
100,100,0.2,1.8,75.0,1000,0.75,100,1.0,0.0128,0.0255,0.964
100,100,0.3,1.8,75.0,1000,0.75,100,1.0,0.0174,0.0232,0.985
100,100,0.1,0.6,25.0,10000,0.75,100,1.0,0.00527,0.109,0.969
100,100,0.2,0.6,25.0,10000,0.75,100,1.0,0.0026,0.0597,0.984
100,100,0.3,0.6,25.0,10000,0.75,100,1.0,0.00135,0.0414,0.971
100,100,0.1,1.2,25.0,10000,0.75,100,1.0,0.0211,0.109,0.969
100,100,0.2,1.2,25.0,10000,0.75,100,1.0,0.0142,0.0701,0.975
100,100,0.3,1.2,25.0,10000,0.75,100,1.0,0.0119,0.0536,0.978
100,100,0.1,1.8,25.0,10000,0.75,100,1.0,0.0238,0.106,0.97
100,100,0.2,1.8,25.0,10000,0.75,100,1.0,0.0243,0.0858,0.961
100,100,0.3,1.8,25.0,10000,0.75,100,1.0,0.0246,0.0716,0.966
100,100,0.1,0.6,50.0,10000,0.75,100,1.0,0.027,0.0919,0.972
100,100,0.2,0.6,50.0,10000,0.75,100,1.0,0.0104,0.0467,0.986
100,100,0.3,0.6,50.0,10000,0.75,100,1.0,0.0143,0.0527,0.961
100,100,0.1,1.2,50.0,10000,0.75,100,1.0,0.0394,0.0992,0.963
100,100,0.2,1.2,50.0,10000,0.75,100,1.0,0.0293,0.0762,0.967
100,100,0.3,1.2,50.0,10000,0.75,100,1.0,0.0218,0.0537,0.96
100,100,0.1,1.8,50.0,10000,0.75,100,0.99,0.0771,0.138,0.981
100,100,0.2,1.8,50.0,10000,0.75,100,1.0,0.0276,0.0849,0.964
100,100,0.3,1.8,50.0,10000,0.75,100,1.0,0.0392,0.0882,0.973
100,100,0.1,0.6,75.0,10000,0.75,100,1.0,0.0308,0.119,0.983
100,100,0.2,0.6,75.0,10000,0.75,100,1.0,0.0194,0.0635,0.972
100,100,0.3,0.6,75.0,10000,0.75,100,1.0,0.0157,0.0479,0.982
100,100,0.1,1.2,75.0,10000,0.75,100,1.0,0.0336,0.106,0.973
100,100,0.2,1.2,75.0,10000,0.75,100,1.0,0.0492,0.0901,0.979
100,100,0.3,1.2,75.0,10000,0.75,100,1.0,0.0187,0.0456,0.962
100,100,0.1,1.8,75.0,10000,0.75,100,1.0,0.0675,0.106,0.944
100,100,0.2,1.8,75.0,10000,0.75,100,1.0,0.0358,0.0705,0.978
100,100,0.3,1.8,75.0,10000,0.75,100,1.0,0.0458,0.0755,0.963
100,100,0.1,0.6,25.0,100000,0.75,100,1.0,0.045,0.394,0.95
100,100,0.2,0.6,25.0,100000,0.75,100,1.0,0.0366,0.337,0.975
100,100,0.3,0.6,25.0,100000,0.75,100,1.0,0.0191,0.235,0.966
100,100,0.1,1.2,25.0,100000,0.75,100,1.0,0.048,0.31,0.976
100,100,0.2,1.2,25.0,100000,0.75,100,1.0,0.0308,0.24,0.963
100,100,0.3,1.2,25.0,100000,0.75,100,1.0,0.0377,0.192,0.973
100,100,0.1,1.8,25.0,100000,0.75,100,1.0,0.0443,0.213,0.974
100,100,0.2,1.8,25.0,100000,0.75,100,0.99,0.0386,0.243,0.958
100,100,0.3,1.8,25.0,100000,0.75,100,1.0,0.0333,0.172,0.939
100,100,0.1,0.6,50.0,100000,0.75,100,1.0,0.179,0.492,0.964
100,100,0.2,0.6,50.0,100000,0.75,100,1.0,0.0798,0.319,0.971
100,100,0.3,0.6,50.0,100000,0.75,100,1.0,0.0663,0.254,0.981
100,100,0.1,1.2,50.0,100000,0.75,100,1.0,0.109,0.336,0.984
100,100,0.2,1.2,50.0,100000,0.75,100,1.0,0.0613,0.194,0.977
100,100,0.3,1.2,50.0,100000,0.75,100,1.0,0.0637,0.197,0.972
100,100,0.1,1.8,50.0,100000,0.75,100,1.0,0.0842,0.268,0.986
100,100,0.2,1.8,50.0,100000,0.75,100,1.0,0.0717,0.217,0.983
100,100,0.3,1.8,50.0,100000,0.75,100,1.0,0.0621,0.192,0.981
100,100,0.1,0.6,75.0,100000,0.75,100,1.0,0.227,0.521,0.974
100,100,0.2,0.6,75.0,100000,0.75,100,1.0,0.12,0.286,0.968
100,100,0.3,0.6,75.0,100000,0.75,100,1.0,0.0984,0.251,0.98
100,100,0.1,1.2,75.0,100000,0.75,100,1.0,0.16,0.337,0.981
100,100,0.2,1.2,75.0,100000,0.75,100,1.0,0.102,0.217,0.978
100,100,0.3,1.2,75.0,100000,0.75,100,1.0,0.0831,0.183,0.969
100,100,0.1,1.8,75.0,100000,0.75,100,1.0,0.104,0.229,0.969
100,100,0.2,1.8,75.0,100000,0.75,100,1.0,0.0831,0.197,0.978
100,100,0.3,1.8,75.0,100000,0.75,100,1.0,0.0991,0.203,0.98
