nbon,nrep,refmethod,βos_low_realized,βos_upp_possible,βos_detected,βos_upp_realized,βos_possible,βos_realized,βos_med_realized,βos_upp_detected,βos_med_possible,βos_low_possible,βos_med_detected,βos_low_detected
2,4,metawebify,0.9923818773718951,0.5796175182391675,0.9968992248062015,0.9967833953848091,0.2777777777777778,0.9891891891891892,0.9945826363783521,0.9984484096198604,0.5099901926874676,0.44036286713576767,0.9984484096198604,0.9984484096198604
2,5,metawebify,0.9889248394923316,0.6484021908411639,0.9887850467289719,0.9942369644999955,0.4046204620462046,0.983224603914259,0.9915809019961636,0.9943767572633552,0.6254081579085516,0.6024141249759394,0.9943767572633552,0.9943767572633552
2,6,metawebify,0.9839342005441323,0.7021548821548822,0.983754512635379,0.990762341076754,0.3567901234567901,0.9766187050359713,0.9873482708104431,0.9909420289855072,0.593991193991194,0.48582750582750583,0.9909420289855072,0.9909420289855072
2,7,metawebify,0.9953369291290184,0.6508005564344553,1.0,0.996823621611654,0.4465909090909091,0.9921752738654147,0.9960802753703362,1.0,0.6247067808630189,0.5986130052915826,1.0,1.0
2,8,metawebify,0.9907753503092921,0.6321147316723106,0.9929411764705882,0.9974654540717912,0.3862520458265139,0.9882629107981221,0.9941204021905417,0.9975826860679601,0.6046861474288534,0.5772575631853961,0.9964650421139187,0.9953473981598773
2,9,metawebify,0.9893396759908245,0.6698872052645637,0.9910714285714286,0.9910270246591054,0.35069654754694124,0.9804618117229129,0.990183350324965,0.9963743367664794,0.5884347959819658,0.5069823866993679,0.9955261265560864,0.9946779163456934
2,10,metawebify,0.9884835387789201,0.535835284500333,0.9941520467836257,0.9940067004245307,0.3140655105973025,0.9825581395348837,0.9912451196017253,0.9979981421493902,0.5320210053219762,0.5282067261436193,0.9970722179878049,0.9961462938262196
2,11,metawebify,0.9953767849568783,0.7054978931026835,0.9953379953379954,0.9968507904744297,0.45826235093696766,0.9922420480993018,0.9961137877156541,0.9984047297747064,0.6468840097582612,0.5882701264138389,0.9976665799299248,0.9969284300851432
2,12,metawebify,0.9872012627658922,0.6873435142898472,0.9934711643090316,0.9954262543773836,0.49429037520391517,0.9826839826839827,0.9913137585716378,0.9998367791077258,0.6657642950135356,0.6441850757372239,0.9967355821545159,0.9936343852013058
2,13,metawebify,0.9931506849315068,0.6804415311710791,0.9965694682675815,0.9931506849315068,0.3519163763066202,0.9863481228668942,0.9931506849315068,0.9999142367066896,0.6030419114100054,0.5256422916489317,0.9982847341337908,0.996655231560892
2,14,metawebify,0.9889452067701374,0.7840205469770948,0.9888991674375578,0.9906947014081611,0.5045486354093772,0.9797421731123389,0.9898199540891492,0.9944341372912802,0.6953859811392339,0.606751415301373,0.9944341372912802,0.9944341372912802
2,15,metawebify,0.9927140255009107,0.5900010532524436,0.9927140255009107,0.9927140255009107,0.40436456996148906,0.9890909090909091,0.9927140255009107,0.9963048692851771,0.5878117627232895,0.5856224721941355,0.9954404513969751,0.9945760335087731
2,16,metawebify,0.9918738255478018,0.6520552094622346,1.0,0.9981704069778672,0.36167800453514737,0.9900579950289975,0.9950221162628345,1.0,0.5883130107471033,0.5245708120319719,1.0,1.0
2,17,metawebify,0.9843662773594349,0.5818178322962142,0.989492119089317,0.9876647296817155,0.36949969861362264,0.9739357080799305,0.9860155035205752,0.9963974963771467,0.5750753088769318,0.5683327854576493,0.9947337588258872,0.9930700212746277
2,18,metawebify,0.9846633555450964,0.7656951121794872,0.9921798631476051,0.9938864456161144,0.49742836149889785,0.9786407766990292,0.9892749005806054,0.9998044965786901,0.7010550213675213,0.6364149305555555,0.9960899315738025,0.992375366568915
